field_slug                    , field_name                      , occupation_code, occupation_title                                                                                    , score, keywords                                                                                                                                                                                                                                                               , sample_programs
agriculture-agribusiness      , Agriculture & Agribusiness      , 19-1029.01     , Bioinformatics Scientists                                                                           , 2.000, agribusiness agricultural extension agriculture horticulture food development biotechnology dry land enterprise nutrition human ecology agroforestry rural agronomy sugar agro processing                                                                              , "BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION | BACHELOR OF SCIENCE (AGRICULTURE) | BACHELOR OF SCIENCE (HORTICULTURE, WITH IT) | BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY) | BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION) | BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY) | BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT) | BACHELOR OF EDUCATION (AGRICULTURAL EDUCATION) | BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION) | BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)"
agriculture-agribusiness      , Agriculture & Agribusiness      , 19-1031.00     , Conservation Scientists                                                                             , 2.000, agribusiness agricultural extension agriculture horticulture food development biotechnology dry land enterprise nutrition human ecology agroforestry rural agronomy sugar agro processing                                                                              , "BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION | BACHELOR OF SCIENCE (AGRICULTURE) | BACHELOR OF SCIENCE (HORTICULTURE, WITH IT) | BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY) | BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION) | BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY) | BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT) | BACHELOR OF EDUCATION (AGRICULTURAL EDUCATION) | BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION) | BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)"
agriculture-agribusiness      , Agriculture & Agribusiness      , 19-1042.00     , "Medical Scientists, Except Epidemiologists"                                                        , 2.000, agribusiness agricultural extension agriculture horticulture food development biotechnology dry land enterprise nutrition human ecology agroforestry rural agronomy sugar agro processing                                                                              , "BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION | BACHELOR OF SCIENCE (AGRICULTURE) | BACHELOR OF SCIENCE (HORTICULTURE, WITH IT) | BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY) | BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION) | BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY) | BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT) | BACHELOR OF EDUCATION (AGRICULTURAL EDUCATION) | BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION) | BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)"
agriculture-agribusiness      , Agriculture & Agribusiness      , 19-3032.00     , Industrial-Organizational Psychologists                                                             , 2.000, agribusiness agricultural extension agriculture horticulture food development biotechnology dry land enterprise nutrition human ecology agroforestry rural agronomy sugar agro processing                                                                              , "BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION | BACHELOR OF SCIENCE (AGRICULTURE) | BACHELOR OF SCIENCE (HORTICULTURE, WITH IT) | BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY) | BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION) | BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY) | BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT) | BACHELOR OF EDUCATION (AGRICULTURAL EDUCATION) | BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION) | BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)"
agriculture-agribusiness      , Agriculture & Agribusiness      , 19-3091.00     , Anthropologists and Archeologists                                                                   , 2.000, agribusiness agricultural extension agriculture horticulture food development biotechnology dry land enterprise nutrition human ecology agroforestry rural agronomy sugar agro processing                                                                              , "BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION | BACHELOR OF SCIENCE (AGRICULTURE) | BACHELOR OF SCIENCE (HORTICULTURE, WITH IT) | BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY) | BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION) | BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY) | BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT) | BACHELOR OF EDUCATION (AGRICULTURAL EDUCATION) | BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION) | BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)"
agriculture-agribusiness      , Agriculture & Agribusiness      , 19-3092.00     , Geographers                                                                                         , 2.000, agribusiness agricultural extension agriculture horticulture food development biotechnology dry land enterprise nutrition human ecology agroforestry rural agronomy sugar agro processing                                                                              , "BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION | BACHELOR OF SCIENCE (AGRICULTURE) | BACHELOR OF SCIENCE (HORTICULTURE, WITH IT) | BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY) | BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION) | BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY) | BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT) | BACHELOR OF EDUCATION (AGRICULTURAL EDUCATION) | BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION) | BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)"
agriculture-agribusiness      , Agriculture & Agribusiness      , 19-4012.00     , Agricultural Technicians                                                                            , 2.000, agribusiness agricultural extension agriculture horticulture food development biotechnology dry land enterprise nutrition human ecology agroforestry rural agronomy sugar agro processing                                                                              , "BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION | BACHELOR OF SCIENCE (AGRICULTURE) | BACHELOR OF SCIENCE (HORTICULTURE, WITH IT) | BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY) | BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION) | BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY) | BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT) | BACHELOR OF EDUCATION (AGRICULTURAL EDUCATION) | BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION) | BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)"
agriculture-agribusiness      , Agriculture & Agribusiness      , 19-4012.01     , Precision Agriculture Technicians                                                                   , 2.000, agribusiness agricultural extension agriculture horticulture food development biotechnology dry land enterprise nutrition human ecology agroforestry rural agronomy sugar agro processing                                                                              , "BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION | BACHELOR OF SCIENCE (AGRICULTURE) | BACHELOR OF SCIENCE (HORTICULTURE, WITH IT) | BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY) | BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION) | BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY) | BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT) | BACHELOR OF EDUCATION (AGRICULTURAL EDUCATION) | BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION) | BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)"
agriculture-agribusiness      , Agriculture & Agribusiness      , 29-1031.00     , Dietitians and Nutritionists                                                                        , 2.000, agribusiness agricultural extension agriculture horticulture food development biotechnology dry land enterprise nutrition human ecology agroforestry rural agronomy sugar agro processing                                                                              , "BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION | BACHELOR OF SCIENCE (AGRICULTURE) | BACHELOR OF SCIENCE (HORTICULTURE, WITH IT) | BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY) | BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION) | BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY) | BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT) | BACHELOR OF EDUCATION (AGRICULTURAL EDUCATION) | BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION) | BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)"
agriculture-agribusiness      , Agriculture & Agribusiness      , 29-2051.00     , Dietetic Technicians                                                                                , 2.000, agribusiness agricultural extension agriculture horticulture food development biotechnology dry land enterprise nutrition human ecology agroforestry rural agronomy sugar agro processing                                                                              , "BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION | BACHELOR OF SCIENCE (AGRICULTURE) | BACHELOR OF SCIENCE (HORTICULTURE, WITH IT) | BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY) | BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION) | BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY) | BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT) | BACHELOR OF EDUCATION (AGRICULTURAL EDUCATION) | BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION) | BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)"
agriculture-agribusiness      , Agriculture & Agribusiness      , 45-2011.00     , Agricultural Inspectors                                                                             , 2.000, agribusiness agricultural extension agriculture horticulture food development biotechnology dry land enterprise nutrition human ecology agroforestry rural agronomy sugar agro processing                                                                              , "BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION | BACHELOR OF SCIENCE (AGRICULTURE) | BACHELOR OF SCIENCE (HORTICULTURE, WITH IT) | BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY) | BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION) | BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY) | BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT) | BACHELOR OF EDUCATION (AGRICULTURAL EDUCATION) | BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION) | BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)"
agriculture-agribusiness      , Agriculture & Agribusiness      , 45-2041.00     , "Graders and Sorters, Agricultural Products"                                                        , 2.000, agribusiness agricultural extension agriculture horticulture food development biotechnology dry land enterprise nutrition human ecology agroforestry rural agronomy sugar agro processing                                                                              , "BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION | BACHELOR OF SCIENCE (AGRICULTURE) | BACHELOR OF SCIENCE (HORTICULTURE, WITH IT) | BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY) | BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION) | BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY) | BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT) | BACHELOR OF EDUCATION (AGRICULTURAL EDUCATION) | BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION) | BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)"
agriculture-agribusiness      , Agriculture & Agribusiness      , 51-3091.00     , "Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"                       , 2.000, agribusiness agricultural extension agriculture horticulture food development biotechnology dry land enterprise nutrition human ecology agroforestry rural agronomy sugar agro processing                                                                              , "BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION | BACHELOR OF SCIENCE (AGRICULTURE) | BACHELOR OF SCIENCE (HORTICULTURE, WITH IT) | BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY) | BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION) | BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY) | BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT) | BACHELOR OF EDUCATION (AGRICULTURAL EDUCATION) | BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION) | BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)"
agriculture-agribusiness      , Agriculture & Agribusiness      , 51-3099.00     , "Food Processing Workers, All Other"                                                                , 2.000, agribusiness agricultural extension agriculture horticulture food development biotechnology dry land enterprise nutrition human ecology agroforestry rural agronomy sugar agro processing                                                                              , "BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION | BACHELOR OF SCIENCE (AGRICULTURE) | BACHELOR OF SCIENCE (HORTICULTURE, WITH IT) | BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY) | BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION) | BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY) | BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT) | BACHELOR OF EDUCATION (AGRICULTURAL EDUCATION) | BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION) | BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)"
agriculture-agribusiness      , Agriculture & Agribusiness      , 53-3031.00     , Driver/Sales Workers                                                                                , 2.000, agribusiness agricultural extension agriculture horticulture food development biotechnology dry land enterprise nutrition human ecology agroforestry rural agronomy sugar agro processing                                                                              , "BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION | BACHELOR OF SCIENCE (AGRICULTURE) | BACHELOR OF SCIENCE (HORTICULTURE, WITH IT) | BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY) | BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION) | BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY) | BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT) | BACHELOR OF EDUCATION (AGRICULTURAL EDUCATION) | BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION) | BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)"
architecture                  , Architecture                    , 25-1031.00     , "Architecture Teachers, Postsecondary"                                                              , 3.000, architecture architectural landscape                                                                                                                                                                                                                                   , BACHELOR OF ARCHITECTURAL STUDIES/BACHELOR OF ARCHITECTURE | BACHELOR OF LANDSCAPE ARCHITECTURE
architecture                  , Architecture                    , 11-9041.00     , Architectural and Engineering Managers                                                              , 2.000, architecture architectural landscape                                                                                                                                                                                                                                   , BACHELOR OF ARCHITECTURAL STUDIES/BACHELOR OF ARCHITECTURE | BACHELOR OF LANDSCAPE ARCHITECTURE
arts-humanities               , Arts & Humanities               , 19-3032.00     , Industrial-Organizational Psychologists                                                             , 5.000, humanities arts development psychology counselling criminology security economics community communication sociology international relations theology geography political public administration social work environmental planning kiswahili leadership gender          , "BACHELOR OF EDUCATION (ARTS, WITH IT) | BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY) | BACHELOR OF ARTS (CRIMINOLOGY & SECURITY STUDIES) | BACHELOR OF ARTS | BACHELOR OF ARTS (COMMUNITY DEVELOPMENT) | BACHELOR OF ARTS (DEVELOPMENT STUDIES, WITH IT) | BACHELOR OF ARTS (ECONOMICS, WITH IT) | BACHELOR OF ARTS IN THEOLOGY | BACHELOR OF ARTS (GEOGRAPHY) | BACHELOR OF ARTS (POLITICAL SCIENCE & PUBLIC ADMINISTRATION)"
arts-humanities               , Arts & Humanities               , 21-1093.00     , Social and Human Service Assistants                                                                 , 5.000, humanities arts development psychology counselling criminology security economics community communication sociology international relations theology geography political public administration social work environmental planning kiswahili leadership gender          , "BACHELOR OF EDUCATION (ARTS, WITH IT) | BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY) | BACHELOR OF ARTS (CRIMINOLOGY & SECURITY STUDIES) | BACHELOR OF ARTS | BACHELOR OF ARTS (COMMUNITY DEVELOPMENT) | BACHELOR OF ARTS (DEVELOPMENT STUDIES, WITH IT) | BACHELOR OF ARTS (ECONOMICS, WITH IT) | BACHELOR OF ARTS IN THEOLOGY | BACHELOR OF ARTS (GEOGRAPHY) | BACHELOR OF ARTS (POLITICAL SCIENCE & PUBLIC ADMINISTRATION)"
arts-humanities               , Arts & Humanities               , 15-1241.00     , Computer Network Architects                                                                         , 4.000, humanities arts development psychology counselling criminology security economics community communication sociology international relations theology geography political public administration social work environmental planning kiswahili leadership gender          , "BACHELOR OF EDUCATION (ARTS, WITH IT) | BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY) | BACHELOR OF ARTS (CRIMINOLOGY & SECURITY STUDIES) | BACHELOR OF ARTS | BACHELOR OF ARTS (COMMUNITY DEVELOPMENT) | BACHELOR OF ARTS (DEVELOPMENT STUDIES, WITH IT) | BACHELOR OF ARTS (ECONOMICS, WITH IT) | BACHELOR OF ARTS IN THEOLOGY | BACHELOR OF ARTS (GEOGRAPHY) | BACHELOR OF ARTS (POLITICAL SCIENCE & PUBLIC ADMINISTRATION)"
